name,private,fork,archived,language,pushed_at,family,category,status,completion,real_utility,novel_concepts,u_n,description,one_liner,url,tags,salvage,notes
mimi-prompts,False,False,False,Python,2026-07-21,LLM / agents / tooling,LLM-agents-tooling,iteration,6,5,4,9,,Offline Python CLI that notices the moment in a build and offers up to three reusable mini-prompts ranked by relevance and use-frequency.,https://github.com/deesatzed/mimi-prompts,"prompt-library, cli, ci, offline",41-prompt reviewed seed panel + local JSON store. | State-aware suggestion (undecided/failure/checkpoint) instead of a giant menu — core.py.,CI pages.yml + verify.yml. Public MIT. 41-prompt seed panel.
orbitizer,False,False,False,Shell,2025-12-30,LLM / agents / tooling,dev-tooling,iteration,6,5,4,9,,"Public dual-binary project census: Orbit (Rust TUI) and Mole (Go analyzer) sharing ~/.orbit JSON contracts for pins, index, and snapshots.",https://github.com/deesatzed/orbitizer,"rust, go, tui, repo-census","Shared ~/.orbit/{focus,session,index}.json contracts (docs/integration_schemas.md) | orbit ci --root headless census for automation | Duplicate-similarity fingerprint panel in the TUI","Built for his own dozens-of-repos problem. Public, has tests dir and .github. Complementary to repo-nexus."
pinwhisked,True,False,False,TypeScript,2026-07-08,Product prototypes,product-prototype,iteration,6,5,4,9,,"Private Sage Night MVP: whisky/card-night companion that onboards palates from bottle stories, plans a tasting order, and saves memory candidates for later approval.",https://github.com/deesatzed/pinwhisked,"whisky, nextjs, prisma, fly.io, private",Versioned prompt registry from SysPrompt.md + Zod schemas for bottles/memory-candidates/session plans. | Memory candidates require later approval — same Keep-on-purpose idea as Carrel/CAM_Assistant. | Fake-by-default AI provider with opt-in OpenRouter.,Fly CI. Cleaner rewrite of WhiskeySages for the live-night use case. Private.
repo-nexus,False,False,False,HTML,2025-12-29,LLM / agents / tooling,dev-tooling,iteration,6,5,4,9,,"React/Vite dashboard that deep-syncs GitHub repos, runs a 10-point 'architect' forensic audit, and exports a resume/portfolio HTML.",https://github.com/deesatzed/repo-nexus,"portfolio, github, forensics, playwright",10-point Senior Architect deep-sync rubric (services/) | Playwright E2E + a11y baseline (18/18 claimed) | Resume/portfolio HTML export from repo forensics,"Directly relevant to this inventory. Inflated 'CTO nexus' copy, but the forensic checklist and export are salvageable."
SportsCardArbitrager,True,False,False,Python,2026-03-18,Product prototypes,product-prototype,iteration,6,5,4,9,,"AlphaCard: live sports-card signal engine wrapping the aXc-V Bayesian/ensemble stack around 130point/eBay comps, player context, and an Alpine.js transparency UI.",https://github.com/deesatzed/SportsCardArbitrager,"sports-cards, aXc-ensemble, Bayesian","ParameterGenerator to EnsembleOrchestrator to AIArbiter pipeline reused from healthcare aXc. | Scarcity proxy when pop reports missing: comp count + grade premium + serial + liquidity. | Same-card memory / same-player history / lookalike trajectories store. | Player intelligence layer (injury, streaks, career phase).","Private. Substantial backend plus frontend-alpine plus fly.toml. Hobby domain, portable method."
UROK,False,False,False,TypeScript,2026-05-16,Product prototypes,product-prototype,iteration,6,5,4,9,,"ClearSpace local-first stress support: SOS, breathing, grounding, journaling; critical path is deterministic and AI is not connected.",https://github.com/deesatzed/UROK,"mental-health, local-first, SOS",SOS path never depends on AI/STT/network; TTS is optional scripted Web Speech. | clearspace: localStorage schema with planned migrations (TQ-017). | Panic-support UX mitigations.,Public. Vite/React/Vitest in clearspace/. Heavy control docs at root.
EMEX,False,False,False,Python,2026-06-02,Clinical / EM / PHI,clinical-EM,iteration,5,5,4,9,,"Emergency Medicine Engagement Exchange: synthetic-first Phase-1 manual OpenEvidence DotFlow — redact/package fixtures, paste OE output back, emit structured suggestions plus leakage/trace artifacts.",https://github.com/deesatzed/EMEX,"openevidence, ed, dotflow, redaction, synthetic-first","Artifact contract: redacted_oe_input, phi_redaction_report, leakage_report, oe_input_packet, structured_suggestions, trace, PI_SUMMARY. | Does not connect to EHR or call OE — manual paste loop. Complements clininfo-gate verifier.","CLI + static web/index.html. Synthetic chest-pain fixture. Small, honest Phase 1."
ersatzed_tree_deploy,True,False,False,TypeScript,2025-09-29,Product prototypes,product-prototype,iteration,5,5,4,9,,Slim FastAPI+Next.js deploy cut of ERSatzTree / MetaCollab Decision Engine — NL-to-decision-tree optimizer with OpenRouter; README ROI numbers are not credible.,https://github.com/deesatzed/ersatzed_tree_deploy,"decision-analysis, openrouter, fastapi, nextjs","Deploy-minimal split (app/ + frontend/) as a pattern for shipping the heavier ersatzed_tree source. | OpenRouter multi-domain decision-tree framing in README/PRD: clinical trials, ops, finance as one engine.",Private; two commits same day; .env present at root (secret risk). Claims like '$47M Phase III savings' are generated fluff; keep the architecture not the metrics.
lumina,True,False,False,TypeScript,2026-01-04,Clinical / EM / PHI,clinical-EM-PHI,iteration,5,5,4,9,,"Lumina: local-first palliative-care companion (Gemini plus NCCN-aligned prompts) with a deterministic red-flag SafetyNet, offline comfort-mode cache, and PHI-scrubbed IDs.",https://github.com/deesatzed/lumina,"palliative, NCCN, offline, red-flag",Red Flag SafetyNet: keyword circuit breaker before the LLM runs. | Offline Comfort Mode: cached breathing/poems/reassurance when Wi-Fi drops. | Sliding last-3-interactions trend window for worsening despite meds. | Anonymized IDs in model context; history in LocalStorage only.,"Private. Vite/React AI Studio-style app, vitest. Clinically meaningful domain; completion is prototype."
My_OR_Bench,False,False,False,Python,2026-08-15,LLM / agents / tooling,LLM-agents-tooling,iteration,5,5,4,9,,Live 48-hour OpenRouter text-model bench on four fixed tasks; the launching CLI (Claude/Codex/Grok) is the judge — no second judge-model API.,https://github.com/deesatzed/My_OR_Bench,"openrouter, eval, cli-as-judge, clinical-tasks","CLI-as-judge pattern: fetcher only stores raw completions; same agent session writes JUDGMENT.md. | Four task types: json, reasoning, coding, long_context; drop :batch models created more than 48h ago.",Small public Python runner. Useful for his model-picking loop. Sibling to repo-llm-briefing.
precisehealth,True,False,False,TypeScript,2026-03-02,Clinical / EM / PHI,clinical-product,incomplete,5,5,4,9,,"GeneVault: fully client-side nutrigenomics Next.js app - parse 23andMe/Ancestry in-browser, PBKDF2-encrypt into IndexedDB, SNP rules engine plus interaction checker. No tests.",https://github.com/deesatzed/precisehealth,"nutrigenomics, IndexedDB, rules-engine, zero-cloud",lib/encryption.ts PBKDF2 dual-layer vault plus lib/vault.ts IndexedDB schema. | lib/rules-engine.ts prioritized supplement RuleFunctions over ~27 target SNPs. | lib/interactions.ts med-supplement and supplement-supplement checker. | genevault_option_b_roadmap.md / derivative_risk_reasoning_e2e.md for PathwayInsight.,Private. No README. CLAUDE.md is the map. Prisma configured with no models. Overlaps DNAsed with a browser trust boundary.
kcc_synth_1,True,False,False,Python,2026-02-17,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,6,4,5,9,,"Earlier Stigmergic Clinical Monitor (566 tests, 30-condition catalog, per-patient filtering) that hcc_synth_1 later expanded to 1594 tests and alert-fatigue/FHIR extras.",https://github.com/deesatzed/kcc_synth_1,"H@H, stigmergy, predecessor",30-condition clinical monitoring catalog commit (2026-02-17) if newer than hcc catalog. | Patient-specific condition filtering 8 to 30 - confirm merged into hcc_synth_1 before deleting.,Private. README still titled Stigmergic Clinical Monitor. Treat as hcc_synth_1 v0.
ace-forecaster,True,False,False,Python,2025-12-21,Clinical / EM / PHI,clinical-forecasting,sunset-candidate,5,4,5,9,,"Mid-lineage ACE hospital census forecaster (7-model, weather, dashboard) with a 170-file documentation dump.",https://github.com/deesatzed/ace-forecaster,"ensemble, hospital-census",7-model ensemble + Open-Meteo weather cache + multi-horizon 95% CI dashboard (the shared ACE core before aXc priors) | Smart column filtering that auto-excludes percentage/derived metrics (FIXES_SUMMARY / CHANGELOG v1.0.0),Same README as clearn_ace_forecaster. Keep aXc-ace-forecaster only; salvage column-filtering if missing upstream.
autoXcon,True,False,False,Python,2025-10-10,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,5,4,5,9,,"Earliest AutoXConsult dump (246 root files): ensemble decision CLI/UI, clarification loop, Alpine frontend plans.",https://github.com/deesatzed/autoXcon,"ensemble, decision-support",Original 9-command CLI + 5 verified clinical scenarios — only salvage if missing from aXc-v3.1-rc1,Superseded by aXc then aXc-v3.1-rc1. Do not mine this tree except if a feature is missing downstream.
grokflow-agentic,True,False,False,Python,2025-12-11,LLM / agents / tooling,LLM-agents-tooling,incomplete,5,4,5,9,,"Grok-based coding assistant v2: on-demand agent genomes, parent-orchestrator semantic-drift guardian, GUKS pattern memory. Phase 3 incomplete.",https://github.com/deesatzed/grokflow-agentic,"grok, agents, drift-detection, guks",Parent Orchestrator drift protection via semantic similarity + rollback checkpoints | TaskDecomposer + agent genome synthesis (Phase 3 Week 1) | TESTED_VS_VAPORWARE.md as an honesty template for other repos,Honest docs about what's tested vs vapor. Successor to grokflow-cli; not finished.
JeanNomeAgent,True,False,False,Python,2026-01-06,LLM / agents / tooling,LLM-agents-tooling,incomplete,5,4,5,9,,"GrokFlow Agentic v2: self-creating coding agents with a parent orchestrator that decomposes tasks, synthesizes an agent genome, and gates drift via semantic similarity. Very docs-heavy.",https://github.com/deesatzed/JeanNomeAgent,"GrokFlow, self-creating-agents, drift-protection","Parent-orchestrator drift gate: semantic similarity vs original intent, threshold rejection. | Agent genome synthesis plus evolution during execution; supervised/monitored/autonomous modes. | TESTED_VS_VAPORWARE.md / ablation-harness/ as a process to copy. | Ship of Theseus showcase - identity-over-time framing for long-running agents.","Private, 20MB, 76 root files of PHASE markdown. README clone URL still grokflow-agentic. Overlaps CAM-Pulse/ralfed/QwPiCCO."
quantlsq,True,False,False,Python,2025-10-25,Infra / devops,data-pipelines,sunset-candidate,5,4,5,9,,LSQ + FAISS hybrid embedding store with per-dimension learned quantization and risk-tiered compression. Ancestor of redLTcMed.,https://github.com/deesatzed/quantlsq,"quantization, faiss, embeddings",RiskTier-calibrated LSQ (CRITICAL/HIGH) in lsq_leann_hybrid.py | HybridStorageFAISS ingest/search API,Generic embedding compressor; medical fork is redLTcMed. README 'novel use cases' section is marketing.
universal-ace-forecaster,True,False,False,Python,2025-12-24,Clinical / EM / PHI,clinical-forecasting,sunset-candidate,5,4,5,9,,Zero-config wrapper of ACE that auto-detects date/target columns and domain; a 220-file dump of the same hospital-forecast stack.,https://github.com/deesatzed/universal-ace-forecaster,"ensemble, zero-config, time-series",ZeroConfigForecaster auto column/seasonality/horizon detection (ace_core.automation.zero_config) — the only unique piece vs siblings,"Superseded. Root is another session-dump. Extract zero-config, then archive."
vam-app-builder,True,False,False,Python,2025-11-06,LLM / agents / tooling,LLM-agents-tooling,incomplete,5,4,5,9,,"App generator that stores five knowledge types (success, tools, innovations, lessons, debug) not just errors, then emits a VAMS app skeleton.",https://github.com/deesatzed/vam-app-builder,"codegen, vams, learning",Five knowledge-type taxonomy (success/tool/innovation/lesson/debug) — 5× signal vs error-only memory | RequirementsAgent for structured spec extraction,CLI still points at /Volumes/WS4TB. Core idea is good; packaging is not portable.
vams-suite,True,False,False,Python,2025-11-14,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,5,4,5,9,,"Workspace dump of the whole VAMS ecosystem (core, coordination, builders, agents) migrated from /Volumes/WS4TB/AEGIS/.",https://github.com/deesatzed/vams-suite,"vams, monorepo, workspace",AGENT_POOL_CATALOG.md and the 17-agent split (8 swarm + 9 dev) as a map of the ecosystem,Not a product — a directory of other repos. Prefer the split GitHub repos. 13MB of Python.
stigmergic-swarm-engine,True,False,False,Python,2026-01-02,ML research,ML-research-legacy,incomplete,4,4,5,9,,"Python prototype of the stigmergic log swarm: Postgres pheromone substrate with decay, autonomous agents, claimed 33-minute BGL cache-failure lead time and ablation vs LangGraph.",https://github.com/deesatzed/stigmergic-swarm-engine,"stigmergy, logs, Postgres, ablation","Substrate decay: Risk -= DecayRate * Time so only sustained instability alerts. | Ablation method vs LangGraph (re-run honestly, do not cite the 33%/77% numbers as fact). | Strategic Rust migration plan that became rustigmergic-logswarm-engine.","Private, 211KB. Python plus PLpgSQL plus Dockerfile. Cleaner than rustigmergic 208MB dump. Research prototype with strong marketing numbers."
qwentient64,False,False,False,Python,2026-08-18,ML research,ML-research,incomplete,5,3,6,9,,"Local OptiQ/Qwen chat plus an experiment: whether Sino-Latin Compressa (SLC) shorthand holds the same Autopoietic/Plinian contracts as a full English system prompt, with a file-backed Core ledger as the self-model.",https://github.com/deesatzed/qwentient64,"mlx, optiq, slc, ledger, no-readme","SLC eval: frozen countable anchors, counts only, no LLM-as-judge (eval/anchor_lock.py, prompts/slc_*.txt). | File-backed Core: Python-owned catalog + computed drives + stage that survive /exit (ledger.py). | Explicit preamble denying phenomenal consciousness while taking the autopoietic role seriously (config.toml).","No README; HANDOFF claims 44 unit tests. Three CLI variants intentionally unmerged. Personal research, not a product."
vamoe,True,False,False,Python,2025-11-07,ML research,ML-research-legacy,incomplete,5,3,6,9,,Research on high-K mixture-of-experts routing via VAMS consensus; honestly reports traditional MoE wins at K=2 and catastrophic MoE degradation at K=16/32.,https://github.com/deesatzed/vamoe,"moe, routing, vams, ablation",Honest K=2 result: traditional gating 2× more cost-efficient — keep this as a negative result | High-K 'wisdom of crowds' thesis and adaptive router tests (Phase 5) | CONSENSUS_META_EXPERT_DESIGN.md,Rare honest ablation trail. Not a product. Don't cite the README innovation without the honest assessment files.
genupop,False,False,False,Python,2026-08-14,Clinical / EM / PHI,clinical-EM,sunset-candidate,5,2,7,9,,Earlier snapshot of the same stewardsim codebase (package name still stewardsim) without committee/balloon/mix modules. Superseded.,https://github.com/deesatzed/genupop,"duplicate, stewardsim-precursor, antibiogram","Keep stewardsim, not this. Salvage only if stewardsim loses files: THEORY.md v2, antibiogram transcript builder, AT-12 gate tests.",Root GOAL.md/THEORY.md/pyproject.toml identical to stewardsim. 80 vs 89 blobs. Sunset in favor of stewardsim.
AIRE_Prime,False,False,False,Python,2026-08-12,ML research,ML-research,incomplete,4,2,7,9,,"Experimental evidence-gated framework for AI-native representations: immutable content-addressed objects, a Generative Reality Calculus hypergraph kernel, append-only evidence registry. v0.1 is E1/E2 only.",https://github.com/deesatzed/AIRE_Prime,"gro-calculus, evidence-registry, immutable-objects",Canonical serialization + content-addressed identity + deeply immutable models with JSON Schemas. | Allow-listed bounded GRO realizer with realization receipts; append-only tamper-evident evidence registry. | Hard boundary: simulated evidence never upgrades to physical evidence without independent physical validation; Q12D/QEC is deferred E5.,PR #1 merged. Tasks 1-7 implemented per README. Not a product. Related to Q12Dgates.
OneDoTenv,False,False,False,Python,2025-12-31,LLM / agents / tooling,dev-tooling,final,7,5,3,8,,"Public Python CLI that recursively finds .env files, categorizes keys by provider, validates formats, and stores only SHA256 hashes for change tracking.",https://github.com/deesatzed/OneDoTenv,"cli, secrets-hygiene, dotenv",Hash-only state (never stores plaintext values) plus 35+ provider regexes in the categorizer — reusable for any secret scanner,"Cleanest small public tool in the batch: pyproject, pytest, LICENSE, no session dumps. Useful internally; not novel vs existing env managers."
FreeUp-Space-Claude,False,False,False,Python,2026-07-04,Infra / devops,infra-devops,iteration,6,5,3,8,,"Agent-native macOS storage assistant: Claude Code/Codex runs read-only helpers, writes a ranked markdown report, never deletes in v0.2.",https://github.com/deesatzed/FreeUp-Space-Claude,"macos, claude-code, skills, storage-audit, ci",Safety-tiered findings (caches vs movable vs judgment) with always-ask-first. | Installable agent surfaces (SKILL.md) rather than a standalone cleanup app.,CI present. Complements MacWise: this is the skill-pack surface.
ProBioGrade,True,False,False,TypeScript,2026-04-26,Product prototypes,product-prototype,iteration,6,5,3,8,,"Next.js probiotic strain-condition evidence explorer with study provenance, admin-token ingestion, and a catalog pipeline that refuses to call matches recommendations.",https://github.com/deesatzed/ProBioGrade,"probiotics, evidence-grades, Next.js","Public UX policy: product matches not recommendations unless ranking is clinically validated. | EvidenceSummary.scoringBreakdown.provenance on automated regrades. | CSV product-catalog validator (lab certification, last_verified_at, buying URL) plus import scripts.","Private. Tests, GitHub workflows, fly.toml, Prisma. Last commits add multi-source catalog plus DNA-guided shortlist."
AMM_Agno_Memory_Modules,False,False,False,Python,2025-05-18,LLM / agents / tooling,LLM-agents-tooling,iteration,5,5,3,8,,"Slim public Python 3.12 package extract of the AMM engine (amm_project/engine, config, models) with conda env and unit tests.",https://github.com/deesatzed/AMM_Agno_Memory_Modules,"agno, memory, package",amm_project/engine as the portable core to vendor into other repos.,Public; MIT; intended as the installable core. Docs (docs/api.md) advertised but not in root listing.
SmartMoverPro,False,False,False,Python,2025-11-19,Infra / devops,infra-devops,final,5,5,3,8,For MacOS where limited primary drive space but accessory SSD exists,"Single-file macOS tool that relocates huge LLM/conda/docker folders to an external SSD via symlinks/env vars, with lock checks and an MLX risk assessor.",https://github.com/deesatzed/SmartMoverPro,"macos, storage, symlinks, mlx",Zombie-repair for half-moved folders and active-lock protection before move | Hardcoded CRITICAL heuristics (e.g. Google Drive) plus local LLM risk assessment,"Solves his actual M4 + external SSD setup. Three files, no tests. Usable sketch."
tab_mem_logger,False,False,False,JavaScript,2026-02-14,Product prototypes,product-prototype,iteration,5,5,3,8,,"Tab Memory: local-first Chrome/Firefox extension plus collector server that captures tabs, scrapes, Gemini-summarizes, and retrieves by intent/project/session with a triage UX.",https://github.com/deesatzed/tab_mem_logger,"browser-extension, personal-knowledge, Gemini",Intent micro-prompt immediately after single-tab hotkey capture. | Batch triage mode for multi-window sweeps plus Saved Queue review/retry/archive. | openapi/collector-api.openapi.yaml plus db/migrations as a collector contract.,Public. Small. README paths still point at /Users/o2satz/tab-memory-spec. Utility 5 so salvage listed.
Codx_LoopKit,False,False,False,Python,2026-06-23,LLM / agents / tooling,LLM-agents-tooling,iteration,4,5,3,8,,"Codex-native skill pack: turn vague repo work into governed goal loops (compiler, loop-runner, completion-gate, council-review). Not a separate agent runtime.",https://github.com/deesatzed/Codx_LoopKit,"codex-skills, goal-loops, install-script","Four skills: repo-goal-compiler, repo-loop-runner, repo-completion-gate, council-review. | scripts/install.sh + validate_skills.py + examples/consumer-AGENTS.md.",Tiny (20 KB). Process pack that many of his GOAL.md-driven repos already embody.
smartmover,True,False,False,JavaScript,2026-05-22,Clinical / EM / PHI,clinical-product-prototype,incomplete,4,5,3,8,,Elderly bowel-health suite: Twilio SMS tracker with Claude recommendations plus an Alexa skill for hands-free logging and family alerts.,https://github.com/deesatzed/smartmover,"geriatrics, SMS, Alexa, caregiver-alerts",SMS-first / flip-phone interface as the primary clinical UX for elderly users (bowel-buddy-sms/server.js). | 3+ days without movement -> family/emergency notification heuristic. | thoughts.md clinical-guidelines notes for Miralax/Senna titration.,Private. Thin: SMS app + Alexa skill + thoughts.md. Last real product commit Dec 2025.
TexPino,False,False,False,TypeScript,2026-08-01,Other,games,iteration,6,4,4,8,,Server-authoritative four-player partnership card table with Postgres runtime.,https://github.com/deesatzed/TexPino,,Server-authoritative four-player partnership card table with Postgres runtime.,Inspected via GitHub API (contents/README/commits/languages).
DeepLearningForMedicalTexts,True,True,False,Python,2017-10-13,ML research,ML-research-legacy,fork-keep,5,4,4,8,,"Private fork of 2017 OwlsNest-style medical-text models (DAM, VDCNN, BiRNN, MLP, logreg) with triage/DEM train/test shell scripts.",https://github.com/deesatzed/DeepLearningForMedicalTexts,"medical-nlp, triage, keras, fork-keep","DeepTextModels.py / ClassicalDeepModels.py model zoo (DAM, VDCNN char/word, BiRNN, DSumPool, EmbM). | Paired train*/test* scripts for triage vs DEM tasks — historical ED-text classification baseline. | runOwlsNestTriage*.sh experiment matrix.","Private fork; README is only the title. Domain-relevant to later ED work even if Keras 1/2 era. Keep as reference, don't revive as-is."
ElixsureRestore,True,False,False,HTML,2025-08-02,Product prototypes,product-prototype,incomplete,5,4,4,8,,"100% client-side HTML/JS liquid-nutrition protocol generator plus a localStorage config app (profiles, feature flags, prompt stubs); no server.",https://github.com/deesatzed/ElixsureRestore,"nutrition, static-html, local-first, gtm","Coverage-bar nutrient model (kcal/protein/fiber/Ca/Fe/K/Mg) in ESRv3.html. | ElixsureRestore_config.html: profiles, feature flags, prompt/model stubs, secrets excluded from export. | Structure/function vs disease-claim split — useful compliance pattern for consumer-health apps.","Private; three HTML files, one commit. Runnable in a browser; commercialization/affiliate simulator is mock."
MLX-SAGE,False,False,False,Python,2026-08-08,LLM / agents / tooling,LLM-agents-tooling,iteration,5,4,4,8,,"Personal sage partner TUI on Apple Silicon: living profile (people, commitments, direction) on disk, local MLX when available, optional Rails to supervise coding agents.",https://github.com/deesatzed/MLX-SAGE,"mlx, nex, partner-stance, tui, ci",Partner stance (not girlfriend/god/servant) + living profile as the memory model. | Optional Rails: supervise coding agents with real policy + end reports — overlap with gemoptiq Cortex Sentinel.,CI present. nex entrypoint. Sibling/successor of OptiqMTPMLX (also branded Nex). Still a personal experiment.
ModuleMindTransformations,True,False,False,Python,2025-07-31,LLM / agents / tooling,LLM-agents-tooling,incomplete,5,4,4,8,,"Agno 'Module Mind' multi-agent experiment (Neural Bus, memory tiers, Gradio UI, lots of test_*.py) with blockchain-memory and sentience marketing.",https://github.com/deesatzed/ModuleMindTransformations,"agno, gradio, multi-agent","agent_configs.json / json_agent_config.py role split (Perceptor, Reasoner, Memory Keeper, Learner, Executor, Reflector). | Gradio dual UI (gradio_app.py / gradio_direct.py) as a pattern for agent ops. | agno_memory.md / agno_knowledge.md notes — distill into AMM, drop blockchain-memory claims.",Private; one first commit; 80+ files including many overlapping READMEs. 92.3% pass-rate badge is unverified.
newragcity,False,False,False,Python,2026-05-11,LLM / agents / tooling,LLM-RAG,sunset-candidate,5,4,4,8,,The Vault tri-core RAG workspace with a large status-doc dump.,https://github.com/deesatzed/newragcity,"RAG, MCP",Tri-core Auditor vs Scholar vs Generator over MCP. | Confidence gating and citation-accuracy claims. | generate_eval.py golden-set-from-docs pattern.,Public. Last code commits 2026-01-29. Superseded in spirit by CAM-RAG.
OptiqMTPMLX,False,False,False,Python,2026-06-10,LLM / agents / tooling,LLM-agents-tooling,iteration,5,4,4,8,,"Nex / Grokkasclate: local MLX/OptiQ runtime plus Grok-in-the-loop escalation, deterministic policy, and auditable traces. Overlaps MLX-SAGE and gemoptiq.",https://github.com/deesatzed/OptiqMTPMLX,"mlx, optiq, nex, grok-escalate",Fusion plan in ARCHITECTURE_MERGE.md (this repo + Cortex Sentinel from gemoptiq + MCP-Cortex contracts). | Borrow of Claude/Codex supervision + PTY/hooks from gemOptq.,Same nex/plugins/sandbox layout as MLX-SAGE. Prefer consolidating into one Nex/SAGE product. No CI.
pino_learning_app,False,False,False,TypeScript,2026-06-10,Other,games,iteration,5,4,4,8,,Card-academy tutor: deterministic partnership-card engine plus OpenRouter coaches grounded on the engine analysis so they cannot invent rules.,https://github.com/deesatzed/pino_learning_app,"vite, grounded-coach, card-game","Grounded coaching: LLM prose may only explain engine-legal options — copy this for any rules-heavy tutor. | Modes: tutorial, trick-play trainer, bid lab, meld finder, full game, glossary, panel-of-coaches.",1 star. Single initial commit. Complements TexPino (multiplayer table vs coach/tutor).
vam-share,True,False,False,Python,2025-11-06,LLM / agents / tooling,LLM-agents-tooling,iteration,5,4,4,8,,Org-memory layer on VAMS: Error/Design/Test/Performance/Compliance oracles with project SQLite vs corporate Postgres scopes.,https://github.com/deesatzed/vam-share,"vams, knowledge-management, oracles",Five-oracle split (error/design/test/perf/compliance) | Project vs corporate scope (SQLite vs Postgres),"README was edited to say Production Ready by deleting the roadmap. Treat as a sketch of org memory, not production."
SafetySetOfSecondEyes,True,False,False,Python,2024-07-09,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,3,4,4,8,,"Earlier 14KB Streamlit sibling of SecondEDeyes (LICENSE, app.py, requirements.txt only); no README.",https://github.com/deesatzed/SafetySetOfSecondEyes,"ed, safety, streamlit",Diff app.py against SecondEDeyes/SecondSetEyes and keep any unique safety-check phrasing.,Private; README fetch 404. app.py decode was blocked in this pass; scored from file list/size and sibling repos. Likely superseded by SecondEDeyes.
self-evolving-agent,False,False,False,Python,2025-10-10,LLM / agents / tooling,LLM-agents-tooling,incomplete,5,3,5,8,,"Public Agno-based system that versions its own code, runs 17 benchmarks, proposes GPT improvements, and has a Safety Guard against degradation.",https://github.com/deesatzed/self-evolving-agent,"self-modify, agno, safety",9-step evolution pipeline with Safety Guard (src/) | 12-dimension performance metrics + 17-benchmark suite | ABX_Project/ nested — another abx CDS experiment,Contains a nested ABX project. Self-modifying agents are easy to overclaim; safety-guard pattern is the salvage.
CognitiveIO,True,False,False,Python,2025-11-30,Product prototypes,product-prototype,incomplete,4,3,5,8,,"Privacy-first local observer that learns YOUR typing-error signature from backspaces, spellcheck, and cut/paste — Phase 0 is observe-only.",https://github.com/deesatzed/CognitiveIO,"privacy, keystroke, local-llm, personalization","Multi-signal error signature (backspace, spellcheck, cut/paste, accepted autocorrect) | Silent observation phase that never intercepts typing (PRIVACY_FIRST_ARCHITECTURE.md) | AES-256-GCM local store",Idea is interesting; implementation is Phase 0. Last commits were stripping time estimates from docs.
lvswarm,False,False,False,Python,2026-07-21,ML research,ML-research,incomplete,4,3,5,8,,DollarPath: local-first research for capital-allocation policies that make more dollars over time after costs without ruin; also Glass Gate Control in finance.,https://github.com/deesatzed/lvswarm,"rl-allocation, glass-gate, rebalance, fairshare",Fairshare / rebalance-frontier batteries and sealed prereg. | Apply Glass Gate Control V2 as the deployable claim; clawswarmed is the better instrument.,Many overlapping GOAL files. Not a live trading product.
whiskysage,True,False,False,TypeScript,2026-01-15,Product prototypes,product-prototype,iteration,6,5,2,7,,"Deployed whisky/bourbon vendor-intelligence app (whiskysage.fly.dev): multi-vendor scrape, tariff plus shipping total cost, voice, Prisma - root drowning in 100+ status markdowns.",https://github.com/deesatzed/whiskysage,"whisky, price-comparison, scraping, Fly.io",tariffCalculator.ts plus purchaseOptimizer.ts plus vendorSelector.ts - total landed-cost comparison including UK import tariffs. | Spirit-tab filtered search pipeline as a multi-catalog routing pattern.,"Private, 8MB, 184 root entries. Real deployed product. Novelty low; hygiene poor. Utility 5 so salvage listed."
adaptypist,True,False,False,TypeScript,2026-01-24,Product prototypes,product-prototype,final,7,4,3,7,,"AdaptType AI: Gemini-powered typing tutor with satirical political exercises, snark levels, wager credits, Playwright E2E, and a claimed Phase-0-6 complete status.",https://github.com/deesatzed/adaptypist,"typing-tutor, Gemini, Playwright, AI-Studio",,"Private. 46 root files, many PHASE-COMPLETE markdowns. Complete as a toy/product; low strategic value vs clinical stack. Novelty 3 / utility 4 so no salvage list."
finESS,False,False,False,TypeScript,2026-06-10,Product prototypes,product-prototype,iteration,6,4,3,7,,Local Strategy Duel: Monte Carlo comparison of two investment strategies plus leftover Next.js uncertainty workbench and a distribclin expert-system sidecar.,https://github.com/deesatzed/finESS,"monte-carlo, strategy-duel, nextjs, ci",Assumption-testing framing (not advice) with A-vs-B outcome spread as the first screen. | distribclin_app.py leftover clinical expert system to inspect before sunset.,CI ci.yml. Product center of gravity moved to Strategy Duel. Mixed-purpose repo.
life-centering-muse,True,False,False,TypeScript,2026-01-04,Product prototypes,product-prototype,iteration,6,4,3,7,,"Voice-first Next.js Life-Centered Moral Guide: centering ritual, STT/TTS moral conversation, post-chat smallest-next-action, action tracker, theme-pattern dashboard.",https://github.com/deesatzed/life-centering-muse,"voice, moral-guidance, Next.js, Fly.io",,"Private. Prisma, tests, fly.toml, GitHub workflows. More finished than lumina. Adjacent to UROK/manEganx well-being cluster. Novelty 3 / utility 4 so no salvage list."
